timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618845964006,355,api/areas/hospital,200,OK,Thread Group 1-18,text,true,,183448,617,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/hospital?rs_jabar=true,24,0,0
1618845964361,25,api/country,200,OK,Thread Group 1-18,text,true,,8954,596,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/country,24,0,0
1618845963642,740,Pelaporan_Production,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-18,,true,,198548,3565,1,1,null,408,4,125
1618845964643,163,api/login,200,OK,Thread Group 1-19,text,true,,1113,520,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/login,163,0,59
1618845964807,16,api/areas/district-city,200,OK,Thread Group 1-19,text,true,,1807,608,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/district-city,16,0,0
1618845964824,29,api/areas/sub-district/32.17,200,OK,Thread Group 1-19,text,true,,1938,613,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/sub-district/32.17,25,0,0
1618845964853,18,api/areas/village/32.17.09,200,OK,Thread Group 1-19,text,true,,1288,611,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/village/32.17.09,18,0,0
1618845964872,178,api/areas/hospital,200,OK,Thread Group 1-19,text,true,,183448,617,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/hospital?rs_jabar=true,19,0,0
1618845965051,17,api/country,200,OK,Thread Group 1-19,text,true,,8954,596,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/country,15,0,0
1618845964642,421,Pelaporan_Production,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-19,,true,,198548,3565,1,1,null,256,6,59
1618845965642,131,api/login,200,OK,Thread Group 1-20,text,true,,1113,520,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/login,131,0,48
1618845965774,16,api/areas/district-city,200,OK,Thread Group 1-20,text,true,,1807,608,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/district-city,16,0,0
